recording_id,domain,source_frame_index,timestamp_ns,timestamp_s,side,state_candidate,state_confidence,evaluable,missing_mask_penalised,is_ground_truth,review_required,rationale,left_hand_visible,left_hand_partially_visible,left_hand_occluded,left_hand_out_of_frame,left_hand_motion_blurred,left_arm_visible,hand_tracking_available,hand_tracking_valid,hand_segmentation_proxy_available,right_hand_visible,right_hand_partially_visible,right_hand_occluded,right_hand_out_of_frame,right_hand_motion_blurred,right_arm_visible
motorcycle_5ab8604a14df,motorcycle,13989,3107421579176,3107.421579176,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 14 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13990,3107488240998,3107.488240998,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13990,3107488240998,3107.488240998,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 15 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13991,3107554870801,3107.554870801,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13991,3107554870801,3107.554870801,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 16 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13992,3107621449717,3107.621449717,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13992,3107621449717,3107.621449717,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13993,3107688003904,3107.688003904,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13993,3107688003904,3107.688003904,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13994,3107754640218,3107.754640218,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13994,3107754640218,3107.754640218,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13995,3107821352123,3107.821352123,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13995,3107821352123,3107.821352123,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13996,3107888089415,3107.888089415,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13996,3107888089415,3107.888089415,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13997,3107954776103,3107.954776103,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13997,3107954776103,3107.954776103,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13998,3108021431321,3108.021431321,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13998,3108021431321,3108.021431321,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,13999,3108088079728,3108.088079728,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,13999,3108088079728,3108.088079728,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14000,3108154715873,3108.154715873,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14000,3108154715873,3108.154715873,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 8 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14001,3108221339708,3108.221339708,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14001,3108221339708,3108.221339708,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 9 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14002,3108287962936,3108.287962936,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14002,3108287962936,3108.287962936,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 10 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14003,3108354605269,3108.354605269,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14003,3108354605269,3108.354605269,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 11 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14004,3108421292228,3108.421292228,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14004,3108421292228,3108.421292228,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 12 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14005,3108487978946,3108.487978946,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14005,3108487978946,3108.487978946,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 13 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14006,3108554665821,3108.554665821,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14006,3108554665821,3108.554665821,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 14 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14007,3108621346145,3108.621346145,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14007,3108621346145,3108.621346145,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 15 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14008,3108687988602,3108.687988602,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14008,3108687988602,3108.687988602,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 16 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14009,3108754650009,3108.754650009,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14009,3108754650009,3108.754650009,right,uncertain,0.3,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive | the proxy region has persisted for 17 frames with no tracking support: candidate over-propagation,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14010,3108821248238,3108.821248238,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14010,3108821248238,3108.821248238,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14011,3108887890572,3108.887890572,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14011,3108887890572,3108.887890572,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14012,3108954564873,3108.954564873,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14012,3108954564873,3108.954564873,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14013,3109021257593,3109.021257593,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14013,3109021257593,3109.021257593,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14014,3109087982383,3109.087982383,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14014,3109087982383,3109.087982383,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14015,3109154681676,3109.154681676,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14015,3109154681676,3109.154681676,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14016,3109221343052,3109.221343052,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14016,3109221343052,3109.221343052,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14017,3109287972853,3109.287972853,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14017,3109287972853,3109.287972853,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14018,3109354539612,3109.354539612,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14018,3109354539612,3109.354539612,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14019,3109421125114,3109.421125114,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14019,3109421125114,3109.421125114,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14020,3109487723613,3109.487723613,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14020,3109487723613,3109.487723613,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14021,3109554397446,3109.554397446,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14021,3109554397446,3109.554397446,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14022,3109621122322,3109.621122322,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14022,3109621122322,3109.621122322,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14023,3109687878530,3109.68787853,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14023,3109687878530,3109.68787853,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14024,3109754571477,3109.754571477,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14024,3109754571477,3109.754571477,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14025,3109821226353,3109.821226353,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14025,3109821226353,3109.821226353,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14026,3109887830841,3109.887830841,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14026,3109887830841,3109.887830841,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14027,3109954397499,3109.954397499,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14027,3109954397499,3109.954397499,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14028,3110021002103,3110.021002103,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14028,3110021002103,3110.021002103,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14029,3110087632019,3110.087632019,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14029,3110087632019,3110.087632019,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14030,3110154312166,3110.154312166,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14030,3110154312166,3110.154312166,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14031,3110221011883,3110.221011883,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14031,3110221011883,3110.221011883,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14032,3110287723571,3110.287723571,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14032,3110287723571,3110.287723571,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14033,3110354404051,3110.354404051,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14033,3110354404051,3110.354404051,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14034,3110421065769,3110.421065769,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14034,3110421065769,3110.421065769,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14035,3110487650999,3110.487650999,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14035,3110487650999,3110.487650999,right,not_visible,0.5,False,False,False,True,"neither hand tracking nor the segmentation proxy reports a hand; on a motorcycle this is an expected, non-erroneous situation",,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14036,3110554230603,3110.554230603,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14036,3110554230603,3110.554230603,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14037,3110620847415,3110.620847415,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14037,3110620847415,3110.620847415,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14038,3110687559822,3110.687559822,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14038,3110687559822,3110.687559822,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14039,3110754309768,3110.754309768,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
motorcycle_5ab8604a14df,motorcycle,14039,3110754309768,3110.754309768,right,uncertain,0.4,False,False,False,True,the segmentation proxy proposes a hand region but the tracker reports nothing: either the tracker failed or the proxy is a false positive,,,,,,,True,False,True,False,False,False,False,False,
motorcycle_5ab8604a14df,motorcycle,14040,3110821027873,3110.821027873,left,out_of_frame,0.75,False,False,False,True,hand tracking projects every landmark outside the RGB image: the hand is tracked by the device but not in the camera's field of view | a proxy mask exists while no landmark falls inside the image: candidate false mask,False,False,False,True,False,,True,True,True,,,,,,
